WeatherFile,Latitude,FacadeAzimuth,Cfg_window_ratio,Cfg_u_window,Cfg_tau_window,Cfg_tau_visible,Cfg_k_const_absorb,Cfg_layer_thickness,Cfg_k_wall,Cfg_rho_wall,Cfg_c_wall,Cfg_ventilation_rate,Cfg_night_cooling,Cfg_night_vent_rate,Cfg_c_room_light,Cfg_module_width,Cfg_room_depth,Cfg_room_height,rows,Global_MAE,Global_R2,ObservedBest_TotalScore,PredBest_PredTotalScore,PredBest_overhang_depth,PredBest_fin_depth,PredBest_FacadeAzimuth,PredBest_ShadingType
singapore_data.csv,1.35,0.0,0.45,2.8,0.75,0.6,0.6,0.3,0.8,1800.0,1000.0,2.0,False,5.0,0.5,4.0,8.0,3.5,1266,0.003487283782206848,0.999999960236029,63.59981047515567,63.600575306572864,0.0,0.7449602426639652,0.0,Fins
singapore_data.csv,1.35,90.0,0.45,2.8,0.75,0.6,0.6,0.3,0.8,1800.0,1000.0,2.0,False,5.0,0.5,4.0,8.0,3.5,1257,0.003487283782206848,0.999999960236029,5.2392604479926925,5.242679185143712,0.009183314592278835,0.0,90.0,Overhang
singapore_data.csv,1.35,180.0,0.45,2.8,0.75,0.6,0.6,0.3,0.8,1800.0,1000.0,2.0,False,5.0,0.5,4.0,8.0,3.5,1230,0.003487283782206848,0.999999960236029,5.08020545941167,5.080205459411672,0.0,0.0,180.0,NoShading
singapore_data.csv,1.35,270.0,0.45,2.8,0.75,0.6,0.6,0.3,0.8,1800.0,1000.0,2.0,False,5.0,0.5,4.0,8.0,3.5,1247,0.003487283782206848,0.999999960236029,118.87215932324304,118.91835094690511,0.0,2.9937875932505276,270.0,Fins
