WeatherFile,Latitude,Cfg_window_ratio,Cfg_u_window,Cfg_tau_window,Cfg_tau_visible,Cfg_k_const_absorb,Cfg_layer_thickness,Cfg_k_wall,Cfg_rho_wall,Cfg_c_wall,Cfg_ventilation_rate,Cfg_night_cooling,Cfg_night_vent_rate,Cfg_c_room_light,Cfg_module_width,Cfg_room_depth,Cfg_room_height,rows,Global_MAE,Global_R2,ObservedBest_TotalScore,PredBest_PredTotalScore,PredBest_overhang_depth,PredBest_fin_depth,PredBest_FacadeAzimuth,PredBest_ShadingType
singapore_data.csv,1.35,0.45,2.8,0.75,0.6,0.6,0.3,0.8,1800.0,1000.0,2.0,False,5.0,0.5,4.0,8.0,3.5,5000,0.003487283782206525,0.999999960236029,5.08020545941167,5.080205459411672,0.3843408980266376,2.5986642764937473,180,NoShading
