time_seconds,time_hours,day,incidence_angle_deg,is_daylight
15600900,4333.58,181,127.41,0
15601200,4333.67,181,126.82,0
15601500,4333.75,181,126.22,0
15601800,4333.83,181,125.59,0
15602100,4333.92,181,124.94,0
15602400,4334.00,181,124.27,0
15602700,4334.08,181,123.59,0
15603000,4334.17,181,122.89,0
15603300,4334.25,181,122.17,0
15603600,4334.33,181,121.43,0
15603900,4334.42,181,120.68,0
15604200,4334.50,181,119.92,0
15604500,4334.58,181,119.13,0
15604800,4334.67,181,118.34,0
15605100,4334.75,181,117.53,0
15605400,4334.83,181,116.71,0
15605700,4334.92,181,115.88,0
15606000,4335.00,181,115.04,0
15606300,4335.08,181,114.18,0
15606600,4335.17,181,113.31,0
15606900,4335.25,181,112.44,0
15607200,4335.33,181,111.55,0
15607500,4335.42,181,110.65,0
15607800,4335.50,181,109.75,0
15608100,4335.58,181,108.83,0
15608400,4335.67,181,107.91,0
15608700,4335.75,181,106.97,0
15609000,4335.83,181,106.03,0
15609300,4335.92,181,105.09,0
15609600,4336.00,181,104.13,0
15609900,4336.08,181,103.17,0
15610200,4336.17,181,102.20,0
15610500,4336.25,181,101.22,0
15610800,4336.33,181,100.24,0
15611100,4336.42,181,99.25,0
15611400,4336.50,181,98.26,0
15611700,4336.58,181,97.26,0
15612000,4336.67,181,96.25,0
15612300,4336.75,181,95.24,0
15612600,4336.83,181,94.23,0
15612900,4336.92,181,93.21,0
15613200,4337.00,181,92.18,0
15613500,4337.08,181,91.15,0
15613800,4337.17,181,90.12,0
15614100,4337.25,181,89.08,1
15614400,4337.33,181,88.04,1
15614700,4337.42,181,86.99,1
15615000,4337.50,181,85.94,1
15615300,4337.58,181,84.89,1
15615600,4337.67,181,83.83,1
15615900,4337.75,181,82.77,1
15616200,4337.83,181,81.71,1
15616500,4337.92,181,80.64,1
15616800,4338.00,181,79.57,1
15617100,4338.08,181,78.50,1
15617400,4338.17,181,77.42,1
15617700,4338.25,181,76.34,1
15618000,4338.33,181,75.26,1
15618300,4338.42,181,74.18,1
15618600,4338.50,181,73.09,1
15618900,4338.58,181,72.00,1
15619200,4338.67,181,70.91,1
15619500,4338.75,181,69.82,1
15619800,4338.83,181,68.73,1
15620100,4338.92,181,67.63,1
15620400,4339.00,181,66.53,1
15620700,4339.08,181,65.43,1
15621000,4339.17,181,64.32,1
15621300,4339.25,181,63.22,1
15621600,4339.33,181,62.11,1
15621900,4339.42,181,61.00,1
15622200,4339.50,181,59.89,1
15622500,4339.58,181,58.78,1
15622800,4339.67,181,57.67,1
15623100,4339.75,181,56.55,1
15623400,4339.83,181,55.44,1
15623700,4339.92,181,54.32,1
15624000,4340.00,181,53.20,1
15624300,4340.08,181,52.08,1
15624600,4340.17,181,50.96,1
15624900,4340.25,181,49.84,1
15625200,4340.33,181,48.71,1
15625500,4340.42,181,47.59,1
15625800,4340.50,181,46.46,1
15626100,4340.58,181,45.33,1
15626400,4340.67,181,44.20,1
15626700,4340.75,181,43.07,1
15627000,4340.83,181,41.94,1
15627300,4340.92,181,40.81,1
15627600,4341.00,181,39.68,1
15627900,4341.08,181,38.55,1
15628200,4341.17,181,37.41,1
15628500,4341.25,181,36.28,1
15628800,4341.33,181,35.14,1
15629100,4341.42,181,34.01,1
15629400,4341.50,181,32.87,1
15629700,4341.58,181,31.73,1
15630000,4341.67,181,30.60,1
15630300,4341.75,181,29.46,1
15630600,4341.83,181,28.32,1
15630900,4341.92,181,27.18,1
15631200,4342.00,181,26.04,1
15631500,4342.08,181,24.90,1
15631800,4342.17,181,23.76,1
15632100,4342.25,181,22.61,1
15632400,4342.33,181,21.47,1
15632700,4342.42,181,20.33,1
15633000,4342.50,181,19.19,1
15633300,4342.58,181,18.04,1
15633600,4342.67,181,16.90,1
15633900,4342.75,181,15.75,1
15634200,4342.83,181,14.61,1
15634500,4342.92,181,13.47,1
15634800,4343.00,181,12.32,1
15635100,4343.08,181,11.18,1
15635400,4343.17,181,10.03,1
15635700,4343.25,181,8.89,1
15636000,4343.33,181,7.74,1
15636300,4343.42,181,6.60,1
15636600,4343.50,181,5.45,1
15636900,4343.58,181,4.31,1
15637200,4343.67,181,3.16,1
15637500,4343.75,181,2.02,1
15637800,4343.83,181,0.90,1
15638100,4343.92,181,0.38,1
15638400,4344.00,181,1.45,1
15638700,4344.08,181,2.59,1
15639000,4344.17,181,3.73,1
15639300,4344.25,181,4.88,1
15639600,4344.33,181,6.02,1
15639900,4344.42,181,7.17,1
15640200,4344.50,181,8.31,1
15640500,4344.58,181,9.46,1
15640800,4344.67,181,10.60,1
15641100,4344.75,181,11.75,1
15641400,4344.83,181,12.89,1
15641700,4344.92,181,14.04,1
15642000,4345.00,181,15.18,1
15642300,4345.08,181,16.33,1
15642600,4345.17,181,17.47,1
15642900,4345.25,181,18.61,1
15643200,4345.33,181,19.76,1
15643500,4345.42,181,20.90,1
15643800,4345.50,181,22.04,1
15644100,4345.58,181,23.18,1
15644400,4345.67,181,24.33,1
15644700,4345.75,181,25.47,1
15645000,4345.83,181,26.61,1
15645300,4345.92,181,27.75,1
15645600,4346.00,181,28.89,1
15645900,4346.08,181,30.03,1
15646200,4346.17,181,31.16,1
15646500,4346.25,181,32.30,1
15646800,4346.33,181,33.44,1
15647100,4346.42,181,34.58,1
15647400,4346.50,181,35.71,1
15647700,4346.58,181,36.85,1
15648000,4346.67,181,37.98,1
15648300,4346.75,181,39.11,1
15648600,4346.83,181,40.25,1
15648900,4346.92,181,41.38,1
15649200,4347.00,181,42.51,1
15649500,4347.08,181,43.64,1
15649800,4347.17,181,44.77,1
15650100,4347.25,181,45.90,1
15650400,4347.33,181,47.02,1
15650700,4347.42,181,48.15,1
15651000,4347.50,181,49.27,1
15651300,4347.58,181,50.40,1
15651600,4347.67,181,51.52,1
15651900,4347.75,181,52.64,1
15652200,4347.83,181,53.76,1
15652500,4347.92,181,54.88,1
15652800,4348.00,181,55.99,1
15653100,4348.08,181,57.11,1
15653400,4348.17,181,58.22,1
15653700,4348.25,181,59.34,1
15654000,4348.33,181,60.45,1
15654300,4348.42,181,61.56,1
15654600,4348.50,181,62.66,1
15654900,4348.58,181,63.77,1
15655200,4348.67,181,64.87,1
15655500,4348.75,181,65.98,1
15655800,4348.83,181,67.08,1
15656100,4348.92,181,68.18,1
15656400,4349.00,181,69.27,1
15656700,4349.08,181,70.37,1
15657000,4349.17,181,71.46,1
15657300,4349.25,181,72.55,1
15657600,4349.33,181,73.63,1
15657900,4349.42,181,74.72,1
15658200,4349.50,181,75.80,1
15658500,4349.58,181,76.88,1
15658800,4349.67,181,77.96,1
15659100,4349.75,181,79.03,1
15659400,4349.83,181,80.10,1
15659700,4349.92,181,81.17,1
15660000,4350.00,181,82.24,1
15660300,4350.08,181,83.30,1
15660600,4350.17,181,84.36,1
15660900,4350.25,181,85.41,1
15661200,4350.33,181,86.46,1
15661500,4350.42,181,87.51,1
15661800,4350.50,181,88.56,1
15662100,4350.58,181,89.60,1
15662400,4350.67,181,90.63,0
15662700,4350.75,181,91.66,0
15663000,4350.83,181,92.69,0
15663300,4350.92,181,93.71,0
15663600,4351.00,181,94.73,0
15663900,4351.08,181,95.74,0
15664200,4351.17,181,96.75,0
15664500,4351.25,181,97.76,0
15664800,4351.33,181,98.75,0
15665100,4351.42,181,99.74,0
15665400,4351.50,181,100.73,0
15665700,4351.58,181,101.71,0
15666000,4351.67,181,102.68,0
15666300,4351.75,181,103.65,0
15666600,4351.83,181,104.60,0
15666900,4351.92,181,105.56,0
15667200,4352.00,181,106.50,0
15667500,4352.08,181,107.44,0
15667800,4352.17,181,108.36,0
15668100,4352.25,181,109.28,0
15668400,4352.33,181,110.19,0
15668700,4352.42,181,111.10,0
15669000,4352.50,181,111.99,0
15669300,4352.58,181,112.87,0
15669600,4352.67,181,113.74,0
15669900,4352.75,181,114.60,0
15670200,4352.83,181,115.45,0
15670500,4352.92,181,116.29,0
15670800,4353.00,181,117.12,0
15671100,4353.08,181,117.93,0
15671400,4353.17,181,118.73,0
15671700,4353.25,181,119.52,0
15672000,4353.33,181,120.29,0
15672300,4353.42,181,121.05,0
15672600,4353.50,181,121.79,0
15672900,4353.58,181,122.52,0
15673200,4353.67,181,123.23,0
15673500,4353.75,181,123.93,0
15673800,4353.83,181,124.60,0
15674100,4353.92,181,125.26,0
15674400,4354.00,181,125.90,0
15674700,4354.08,181,126.51,0
15675000,4354.17,181,127.11,0
15675300,4354.25,181,127.69,0
15675600,4354.33,181,128.24,0
15675900,4354.42,181,128.78,0
15676200,4354.50,181,129.28,0
15676500,4354.58,181,129.77,0
15676800,4354.67,181,130.23,0
15677100,4354.75,181,130.66,0
15677400,4354.83,181,131.07,0
15677700,4354.92,181,131.45,0
15678000,4355.00,181,131.81,0
15678300,4355.08,181,132.13,0
15678600,4355.17,181,132.43,0
15678900,4355.25,181,132.70,0
15679200,4355.33,181,132.94,0
15679500,4355.42,181,133.15,0
15679800,4355.50,181,133.32,0
15680100,4355.58,181,133.47,0
15680400,4355.67,181,133.59,0
15680700,4355.75,181,133.67,0
15681000,4355.83,181,133.72,0
15681300,4355.92,181,133.74,0
15681600,4356.00,182,133.73,0
15681900,4356.08,182,133.69,0
15682200,4356.17,182,133.62,0
15682500,4356.25,182,133.51,0
15682800,4356.33,182,133.38,0
15683100,4356.42,182,133.21,0
15683400,4356.50,182,133.01,0
15683700,4356.58,182,132.78,0
15684000,4356.67,182,132.52,0
15684300,4356.75,182,132.24,0
15684600,4356.83,182,131.92,0
15684900,4356.92,182,131.57,0
15685200,4357.00,182,131.20,0
15685500,4357.08,182,130.80,0
15685800,4357.17,182,130.38,0
15686100,4357.25,182,129.92,0
15686400,4357.33,182,129.45,0
15686700,4357.42,182,128.95,0
15687000,4357.50,182,128.42,0
15687300,4357.58,182,127.88,0
15687600,4357.67,182,127.31,0
15687900,4357.75,182,126.72,0
15688200,4357.83,182,126.10,0
15688500,4357.92,182,125.47,0
15688800,4358.00,182,124.82,0
15689100,4358.08,182,124.15,0
15689400,4358.17,182,123.46,0
15689700,4358.25,182,122.76,0
15690000,4358.33,182,122.04,0
15690300,4358.42,182,121.30,0
15690600,4358.50,182,120.55,0
15690900,4358.58,182,119.78,0
15691200,4358.67,182,119.00,0
15691500,4358.75,182,118.20,0
15691800,4358.83,182,117.39,0
15692100,4358.92,182,116.57,0
15692400,4359.00,182,115.73,0
15692700,4359.08,182,114.89,0
15693000,4359.17,182,114.03,0
15693300,4359.25,182,113.16,0
15693600,4359.33,182,112.28,0
15693900,4359.42,182,111.39,0
15694200,4359.50,182,110.50,0
15694500,4359.58,182,109.59,0
15694800,4359.67,182,108.67,0
15695100,4359.75,182,107.75,0
15695400,4359.83,182,106.81,0
15695700,4359.92,182,105.87,0
15696000,4360.00,182,104.92,0
15696300,4360.08,182,103.97,0
15696600,4360.17,182,103.00,0
15696900,4360.25,182,102.03,0
15697200,4360.33,182,101.05,0
15697500,4360.42,182,100.07,0
15697800,4360.50,182,99.08,0
15698100,4360.58,182,98.09,0
15698400,4360.67,182,97.09,0
15698700,4360.75,182,96.08,0
15699000,4360.83,182,95.07,0
15699300,4360.92,182,94.05,0
15699600,4361.00,182,93.03,0
15699900,4361.08,182,92.01,0
15700200,4361.17,182,90.98,0
15700500,4361.25,182,89.94,1
15700800,4361.33,182,88.90,1
15701100,4361.42,182,87.86,1
15701400,4361.50,182,86.81,1
15701700,4361.58,182,85.76,1
15702000,4361.67,182,84.71,1
15702300,4361.75,182,83.65,1
15702600,4361.83,182,82.59,1
15702900,4361.92,182,81.53,1
15703200,4362.00,182,80.46,1
15703500,4362.08,182,79.39,1
15703800,4362.17,182,78.32,1
15704100,4362.25,182,77.24,1
15704400,4362.33,182,76.16,1
15704700,4362.42,182,75.08,1
15705000,4362.50,182,74.00,1
15705300,4362.58,182,72.91,1
15705600,4362.67,182,71.82,1
15705900,4362.75,182,70.73,1
15706200,4362.83,182,69.64,1
15706500,4362.92,182,68.54,1
15706800,4363.00,182,67.44,1
15707100,4363.08,182,66.34,1
15707400,4363.17,182,65.24,1
15707700,4363.25,182,64.14,1
15708000,4363.33,182,63.03,1
15708300,4363.42,182,61.93,1
15708600,4363.50,182,60.82,1
15708900,4363.58,182,59.71,1
15709200,4363.67,182,58.59,1
15709500,4363.75,182,57.48,1
15709800,4363.83,182,56.37,1
15710100,4363.92,182,55.25,1
15710400,4364.00,182,54.13,1
15710700,4364.08,182,53.01,1
15711000,4364.17,182,51.89,1
15711300,4364.25,182,50.77,1
15711600,4364.33,182,49.65,1
15711900,4364.42,182,48.52,1
15712200,4364.50,182,47.40,1
15712500,4364.58,182,46.27,1
15712800,4364.67,182,45.14,1
15713100,4364.75,182,44.01,1
15713400,4364.83,182,42.88,1
15713700,4364.92,182,41.75,1
15714000,4365.00,182,40.62,1
15714300,4365.08,182,39.49,1
15714600,4365.17,182,38.36,1
15714900,4365.25,182,37.22,1
15715200,4365.33,182,36.09,1
15715500,4365.42,182,34.95,1
15715800,4365.50,182,33.82,1
15716100,4365.58,182,32.68,1
15716400,4365.67,182,31.54,1
15716700,4365.75,182,30.41,1
15717000,4365.83,182,29.27,1
15717300,4365.92,182,28.13,1
15717600,4366.00,182,26.99,1
15717900,4366.08,182,25.85,1
15718200,4366.17,182,24.71,1
15718500,4366.25,182,23.56,1
15718800,4366.33,182,22.42,1
15719100,4366.42,182,21.28,1
15719400,4366.50,182,20.14,1
15719700,4366.58,182,18.99,1
15720000,4366.67,182,17.85,1
15720300,4366.75,182,16.71,1
15720600,4366.83,182,15.56,1
15720900,4366.92,182,14.42,1
15721200,4367.00,182,13.27,1
15721500,4367.08,182,12.13,1
15721800,4367.17,182,10.99,1
15722100,4367.25,182,9.84,1
15722400,4367.33,182,8.69,1
15722700,4367.42,182,7.55,1
15723000,4367.50,182,6.40,1
15723300,4367.58,182,5.26,1
15723600,4367.67,182,4.12,1
15723900,4367.75,182,2.97,1
15724200,4367.83,182,1.83,1
15724500,4367.92,182,0.72,1
