day_of_year,incidence_angle
200,35.0514013777076
201,34.385089104774174
202,33.72015281894574
203,33.05670601626905
204,32.39487194024188
205,31.734784539568007
206,31.076589534264443
207,30.420445603815974
208,29.766525712537717
209,29.1150185895033
210,28.466130382225973
211,27.820086505904012
212,27.17713371261338
213,26.53754240728291
214,25.90160924066873
215,25.269660011958045
216,24.642052917054908
217,24.01918218068329
218,23.401482113010402
219,22.78943163209989
220,22.183559293257954
221,21.584448863346214
222,20.992745471371002
223,20.409162355212665
224,19.834488205261653
225,19.269595077181897
226,18.7154468038478
227,18.173107777776647
228,17.643751894105836
229,17.128671336913325
230,16.629284752482818
231,16.14714418022419
232,15.683939905258503
233,15.241502163462796
234,14.821798388067004
235,14.426924468593512
236,14.059088350611958
237,13.720584310614584
238,13.413756484180382
239,13.140950799663935
240,12.90445544217806
241,12.706431347682093
242,12.548835901437805
243,12.433344748614946
244,12.361278051569725
245,12.333538226272909
246,12.350565811856805
247,12.412318543369738
248,12.518276100193205
249,12.667469886282829
250,12.858534226063979
251,13.08977314465583
252,13.35923581870736
253,13.664793881270693
254,14.004214805632826
255,14.375227180861533
256,14.77557542167393
257,15.203063009442051
258,15.655584563283785
259,16.131147835052214
260,16.627887148141475
261,17.144069936503822
262,17.67809797911951
263,18.22850475071924
264,18.793950082448987
265,19.373213090472746
266,19.96518411186709
267,20.56885619740093
268,21.18331655483976
269,21.80773821318269
270,22.44137208269568
271,23.083539515745123
272,23.733625422345515
273,24.391071957693732
274,25.055372775489413
275,25.726067824302604
276,26.402738655395876
277,27.085004204212986
278,27.77251700683615
279,28.464959811600945
280,29.162042548165523
281,29.863499617998166
282,30.569087472710013
283,31.278582450140316
284,31.99177883980107
285,32.70848715301812
286,33.428532574932966
287,34.15175357865012
288,34.87800068309805
289,35.607135338888995
290,36.33902892825299
291,37.07356186602437
292,37.81062279088612
293,38.55010783700607
294,39.29191997723874
295,40.03596843030928
296,40.782168125034374
297,41.53043921550767
298,42.280706642204365
299,43.032899733779416
300,43.78695184556976
301,44.54280003127652
302,45.30038474401553
303,46.05964956417523
304,46.82054095113562
305,47.58300801691149
306,48.34700231903686
307,49.11247767139233
308,49.87938997083173
309,50.647697038429605
310,51.41735847388903
311,52.18833552170229
312,52.96059094846378
313,53.73408892979809
314,54.508794946435096
315,55.28467568834276
316,56.06169896659859
317,56.83983363187236
318,57.61904949924581
319,58.399317278805356
320,59.18060851150302
321,59.96289550973107
322,60.74615130244829
323,61.5303495843055
324,62.31546466857827
325,63.101471443488435
326,63.888345331705715
327,64.6760622528438
328,65.46459858861499
329,66.25393115049957
330,67.04403714970402
331,67.83489416938097
332,68.6264801385878
333,69.41877330832541
334,70.21175222913249
335,71.00539573040462
336,71.79968290093626
337,72.59459307106651
338,73.39010579594095
339,74.18620084011997
340,74.98285816288855
341,75.78005790518667
342,76.57778037687724
343,77.37600604527705
344,78.17471552435804
345,78.97388956470441
346,79.77350904429362
347,80.5735549596884
348,81.37400841807573
349,82.17485062972031
350,82.97606290110595
351,83.77762662817183
352,84.57952329059023
353,85.3817344458509
354,86.18424172410167
355,86.98702682316258
356,87.79007150399221
357,88.5933575861957
358,89.3968669440244
359,90.2005815024801
360,91.00448323361752
361,91.80855415316292
362,92.61277631689671
363,93.41713181775717
364,94.22160278242005
