day_of_year,incidence_angle
0,103.2617151802971
1,103.2561146531393
2,103.2449162360549
3,103.22812520056746
4,103.20574944662452
5,103.17779949381817
6,103.14428846972199
7,103.10523209538077
8,103.06064866799859
9,103.01055904087849
10,102.95498660067575
11,102.89395724203479
12,102.82749933968631
13,102.75564371808939
14,102.67842361870915
15,102.59587466502681
16,102.50803482538501
17,102.41494437377543
18,102.31664584868156
19,102.21318401009236
20,102.104605794806
21,101.99096027014701
22,101.87229858622035
23,101.74867392682947
24,101.62014145918593
25,101.48675828253667
26,101.348583375841
27,101.20567754461922
28,101.0581033671054
29,100.9059251398239
30,100.74920882271607
31,100.5880219839378
32,100.42243374444284
33,100.25251472246975
34,100.07833697804261
35,99.89997395759255
36,99.7175004388026
37,99.5309924757771
38,99.34052734462685
39,99.14618348956361
40,98.9480404695831
41,98.74617890582124
42,98.54068042965514
43,98.33162763161782
44,98.1191040111936
45,97.90319392754847
46,97.68398255125047
47,97.4615558170321
48,97.23600037762918
49,97.00740355874248
50,96.77585331515071
51,96.5414381880019
52,96.30424726330718
53,96.064370131657
54,95.82189684917222
55,95.5769178996972
56,95.32952415824198
57,95.07980685567824
58,94.82785754467662
59,94.57376806689112
60,94.31763052136753
61,94.05953723417501
62,93.79958072923382
63,93.53785370032416
64,93.27444898425473
65,93.00945953516427
66,92.74297839992656
67,92.47509869463046
68,92.20591358210682
69,91.93551625046078
70,91.66399989257796
71,91.39145768656589
72,91.1179827770965
73,90.8436682575985
74,90.56860715326542
75,90.29289240483963
76,90.01661685311932
77,89.73987322414905
78,89.4627541150522
79,89.18535198045105
80,88.90775911943248
81,88.63006766301437
82,88.35236956206413
83,88.07475657561348
84,87.79732025954203
85,87.52015195555884
86,87.24334278045055
87,86.9669836155426
88,86.69116509632866
89,86.41597760221505
90,86.14151124635083
91,85.86785586547016
92,85.59510100973357
93,85.32333593249567
94,85.05264957997268
95,84.78313058076
96,84.51486723515991
97,84.24794750427156
98,83.98245899881934
99,83.71848896765862
100,83.45612428593869
101,83.1954514428727
102,82.93655652909736
103,82.67952522356748
104,82.42444277996306
105,82.17139401258827
106,81.92046328171257
107,81.67173447834342
108,81.42529100839879
109,81.18121577625868
110,80.939591167668
111,80.70049903198978
112,80.46402066376311
113,80.23023678358547
114,79.9992275182785
115,79.77107238034631
116,79.54585024671289
117,79.3236393367376
118,79.10451718950104
119,78.8885606403812
120,78.67584579689611
121,78.4664480138546
122,78.26044186779723
123,78.05790113075989
124,77.858898743372
125,77.6635067873045
126,77.47179645710996
127,77.28383803145172
128,77.09970084379441
129,76.91945325253593
130,76.74316261068348
131,76.57089523504422
132,76.40271637503977
133,76.23869018113584
134,76.07887967298674
135,75.92334670729464
136,75.77215194548828
137,75.62535482125838
138,75.4830135079898
139,75.34518488620056
140,75.21192451101
141,75.08328657972801
142,74.95932389962007
143,74.84008785594311
144,74.72562838028189
145,74.61599391930524
146,74.51123140399544
147,74.41138621940564
148,74.31650217506676
149,74.2266214760686
150,74.14178469493623
151,74.06203074432392
152,73.98739685065945
153,73.91791852874634
154,73.85362955745308
155,73.79456195650889
156,73.74074596450225
157,73.69221001813933
158,73.64898073279666
159,73.61108288447494
160,73.57853939314728
161,73.55137130760775
162,73.52959779181785
163,73.51323611283466
164,73.50230163031209
165,73.49680778764912
166,73.4967661047936
167,73.50218617270592
168,73.51307564954485
169,73.52944025853124
170,73.55128378755344
171,73.57860809046038
172,73.61141309008404
173,73.64969678295216
174,73.6934552456965
175,73.74268264311007
176,73.79737123786006
177,73.8575114018106
178,73.92309162890471
179,73.9940985496059
180,74.07051694680541
181,74.15232977319765
182,74.2395181700208
183,74.3320614871556
184,74.42993730447579
185,74.53312145442544
186,74.6415880457335
187,74.7553094882045
188,74.87425651852048
189,74.99839822695951
190,75.127702084991
191,75.26213397362997
192,75.40165821251469
193,75.54623758958861
194,75.69583339134809
195,75.85040543353843
196,76.0099120922507
197,76.1743103353277
198,76.34355575399118
199,76.51760259464139
200,76.69640379072001
201,76.8799109945913
202,77.06807460935035
203,77.2608438205004
204,77.45816662741514
205,77.65998987453825
206,77.86625928224693
207,78.07691947730989
208,78.29191402290313
209,78.51118544810029
210,78.73467527681208
211,78.96232405609787
212,79.19407138382802
213,79.42985593562871
214,79.66961549108797
215,79.91328695917265
216,80.1608064028257
217,80.4121090627143
218,80.66712938009087
219,80.9258010187564
220,81.18805688608569
221,81.45382915311193
222,81.72304927363783
223,81.99564800237437
224,82.27155541208177
225,82.55070090971567
226,82.83301325156768
227,83.11842055739426
228,83.40685032353991
229,83.69822943505271
230,83.9924841767938
231,84.28954024355318
232,84.58932274917649
233,84.89175623471262
234,85.19676467559952
235,85.5042714878977
236,85.81419953359237
237,86.12647112498068
238,86.4410080281649
239,86.7577314656741
240,87.07656211823824
241,87.39742012573957
242,87.72022508736964
243,88.0448960610198
244,88.37135156193581
245,88.69950956066879
246,89.0292874803546
247,89.3606021933592
248,89.69337001732333
249,90.02750671064511
250,90.36292746744193
251,90.69954691202905
252,91.03727909296276
253,91.37603747668096
254,91.71573494079966
255,92.05628376710698
256,92.39759563429365
257,92.73958161048962
258,93.08215214563744
259,93.42521706377335
260,93.76868555525829
261,94.11246616902041
262,94.4564668048693
263,94.80059470594448
264,95.14475645134384
265,95.48885794901945
266,95.83280442899655
267,96.17650043696887
268,96.51984982836701
269,96.86275576295422
270,97.20512070002435
271,97.54684639427897
272,97.88783389247168
273,98.2279835308754
274,98.56719493368831
275,98.90536701241903
276,99.24239796637696
277,99.57818528433836
278,99.91262574745785
279,100.24561543355338
280,100.57704972282485
281,100.90682330512453
282,101.2348301888381
283,101.56096371151479
284,101.8851165523152
285,102.20718074637506
286,102.52704770119156
287,102.84460821511655
288,103.15975249807165
289,103.47237019455773
290,103.78235040906459
291,104.08958173397643
292,104.39395228006826
293,104.69534970964638
294,104.99366127246796
295,105.28877384449727
296,105.58057396954835
297,105.86894790393843
298,106.15378166418327
299,106.43496107779761
300,106.71237183725533
301,106.98589955717256
302,107.25542983470827
303,107.52084831326796
304,107.78204074945346
305,108.0388930833349
306,108.29129151200915
307,108.53912256639488
308,108.78227319129637
309,109.02063082863594
310,109.25408350383604
311,109.48251991521845
312,109.70582952639688
313,109.92390266151142
314,110.13663060318157
315,110.34390569305152
316,110.54562143474517
317,110.74167259909521
318,110.9319553313751
319,111.11636726040385
320,111.29480760923019
321,111.46717730719229
322,111.63337910302492
323,111.79331767880608
324,111.9468997644102
325,112.09403425211981
326,112.23463231114367
327,112.36860750165407
328,112.49587588799865
329,112.61635615074968
330,112.72996969719078
331,112.83664076993566
332,112.9362965532215
333,113.02886727656443
334,113.1142863153777
335,113.19249028818997
336,113.26341915007171
337,113.3270162819768
338,113.38322857556496
339,113.43200651323465
340,113.47330424302464
341,113.50707964805879
342,113.53329441031713
343,113.551914068382
344,113.56290806899219
345,113.56624981213285
346,113.5619166895787
347,113.5498901165477
348,113.53015555656151
349,113.50270253923065
350,113.46752467099603
351,113.4246196387658
352,113.37398920642148
353,113.31563920429068
354,113.24957951155713
355,113.1758240317726
356,113.09439066153455
357,113.00530125258581
358,112.90858156733181
359,112.80426122821247
360,112.69237366094474
361,112.57295603209042
362,112.44604918100923
363,112.31169754672425
364,112.16994908982811
