day_of_year,incidence_angle
0,54.421629615001066
1,53.97094182834031
2,53.52349067702789
3,53.07940506346185
4,52.63881706651787
5,52.201861984274
6,51.76867837247324
7,51.339408078120016
8,50.91419626755813
9,50.49319144833581
10,50.07654548411329
11,49.66441360182762
12,49.25695439027377
13,48.85432978922847
14,48.45670506819075
15,48.06424879377601
16,47.67713278477012
17,47.295532053802006
18,46.91962473459084
19,46.549591993682405
20,46.18561792559377
21,45.82788943028121
22,45.47659607185169
23,45.13192991747801
24,44.794085355498716
25,44.463258891748985
26,44.139648923252864
27,43.823455488473655
28,43.514879993467694
29,43.21412491339482
30,42.92139346901806
31,42.63688927800062
32,42.36081598102055
33,42.09337684295278
34,41.834774329629845
35,41.58520966096397
36,41.34488234151627
37,41.11398966991159
38,40.89272622882821
39,40.681283357627294
40,40.4798486100337
41,40.2886051996197
42,40.10773143617419
43,39.93740015636737
44,39.77777815241198
45,39.62902560268957
46,39.49129550854498
47,39.36473314163918
48,39.24947550638107
49,39.14565082203201
50,39.05337802909413
51,38.97276632454623
52,38.90391473033115
53,38.84691169935065
54,38.8018347628911
55,38.76875022312701
56,38.747712893883076
57,38.73876589240775
58,38.741940484385715
59,38.757255983848026
60,38.78471970904304
61,38.82432699472856
62,38.876061260724704
63,38.93989413593875
64,39.01578563645334
65,39.10368439575478
66,39.203527944558296
67,39.31524303726975
68,39.43874602164108
69,39.57394324786276
70,39.720731512939835
71,39.878998536120484
72,40.048623460793266
73,40.22947737837926
74,40.42142386957186
75,40.624319558408935
76,40.838014674769624
77,41.06235362098936
78,41.29717553855535
79,41.542314871101404
80,41.79760192010462
81,42.062863390172815
82,42.33792292092007
83,42.622601602952
84,42.91671847568313
85,43.22009100518639
86,43.532535540421556
87,43.853867746685715
88,44.18390301532452
89,44.52245684906796
90,44.869345222574985
91,45.22438491813016
92,45.587393836426614
93,45.9581912828662
94,46.33659822967281
95,46.72243755449093
96,47.11553425614534
97,47.51571564838418
98,47.922811532466156
99,48.33665434964115
100,48.757079314382544
101,49.18392452958068
102,49.61703108460526
103,50.05624313739088
104,50.501407981576165
105,50.95237609971163
106,51.40900120364818
107,51.87114026298592
108,52.338653522633706
109,52.81140451037844
110,53.289260035319884
111,53.77209017810474
112,54.25976827364843
113,54.75217088715264
114,55.24917778418411
115,55.75067189536703
116,56.256539276400275
117,56.76666906394279
118,57.28095342791491
119,57.79928752068269
120,58.32156942363565
121,58.84770009154808
122,59.37758329507849
123,59.91112556181241
124,60.448236116137586
125,60.98882681825343
126,61.53281210254069
127,62.0801089156228
128,62.63063665416891
129,63.18431710284873
130,63.74107437232099
131,64.30083483774989
132,64.86352707761188
133,65.42908181325213
134,65.99743184901124
135,66.5685120131868
136,67.14225909987273
137,67.71861181158565
138,68.29751070303041
139,68.87889812568793
140,69.46271817360035
141,70.04891663009124
142,70.63744091569858
143,71.22824003705733
144,71.82126453699757
145,72.41646644574742
146,73.01379923312372
147,73.61321776199436
148,74.21467824264829
149,74.81813818839667
150,75.42355637210619
151,76.0308927839001
152,76.64010858972497
153,77.25116609109477
154,77.86402868563773
155,78.47866082871477
156,79.09502799593294
157,79.71309664649945
158,80.33283418755842
159,80.95420893921495
160,81.57719010054558
161,82.20174771621487
162,82.82785264399497
163,83.45547652288725
164,84.08459174201671
165,84.71517141015676
166,85.34718932582953
167,85.98061994808461
168,86.6154383677794
169,87.25162027945585
170,87.88914195359446
171,88.5279802094991
172,89.16811238843924
173,89.80951632736705
174,90.45217033283825
175,91.09605315537492
176,91.74114396412708
177,92.38742232169227
178,93.03486815932635
179,93.68346175218836
180,94.33318369486236
181,94.9840148769376
182,95.63593645873682
183,96.2889298469859
184,96.94297667058554
185,97.59805875634964
186,98.25415810456401
187,98.91125686458419
188,99.56933731010375
189,100.22838181438054
190,100.88837282504014
191,101.54929283873795
192,102.21112437530755
193,102.87384995160824
194,103.5374520548397
195,104.20191311538628
196,104.86721547896389
197,105.53334137819685
198,106.20027290346039
199,106.86799197281529
200,107.53648030120425
201,108.20571936851722
202,108.87569038675298
203,109.54637426587415
204,110.21775157850138
205,110.88980252323721
206,111.56250688640647
207,112.23584400233102
208,112.90979271171393
209,113.58433131823972
210,114.25943754307295
211,114.93508847720223
212,115.61126053128943
213,116.28792938307672
214,116.96506992185914
215,117.64265619003285
216,118.32066132138038
217,118.99905747573726
218,119.67781576998526
219,120.35690620477729
220,121.03629758695077
221,121.71595744698307
222,122.39585195132871
223,123.07594580906353
224,123.75620217241195
225,124.43658253069317
226,125.11704659698928
227,125.79755218715944
228,126.478055090269
229,127.158508929993
230,127.83886501593102
231,128.51907218425112
232,129.19907662645196
233,129.87882170548994
234,130.5582477578892
235,131.23729188082
236,131.91588770271724
237,132.59396513590207
238,133.2714501097525
239,133.94826428253722
240,134.62432473008187
241,135.299543609031
242,135.97382779260357
243,136.64707847609108
244,137.31919074953905
245,137.990053134528
246,138.65954708170048
247,139.3275464256507
248,139.9939167930595
249,140.65851496009392
250,141.32118815427793
251,141.98177329609211
252,142.64009617487355
253,143.2959705534196
254,143.94919719513405
255,144.5995628074405
256,145.24683889467514
257,145.89078051347482
258,146.53112492350598
259,147.1675901265132
260,147.79987328641914
261,148.42764902403073
262,149.05056758028448
263,149.66825284342562
264,150.28030023677087
265,150.88627446656304
266,151.48570713238834
267,152.07809420706525
268,152.6628933988095
269,153.23952141557567
270,153.80735116120474
271,154.3657089042812
272,154.91387147527425
273,155.45106356461838
274,155.976455215112
275,156.48915962559266
276,156.9882314100045
277,157.4726654854842
278,157.9413967940407
279,158.39330109339087
280,158.82719708033775
281,159.2418501313461
282,159.6359779547982
283,160.00825844184524
284,160.35733997128852
285,160.6818543617695
286,160.98043256611527
287,161.25172306465294
288,161.49441273753996
289,161.70724978777866
290,161.8890680602828
291,162.0388118802518
292,162.1555603434683
293,162.2385498634447
294,162.28719374308648
295,162.30109761307827
296,162.2800697708469
297,162.22412575194875
298,162.13348684064712
299,162.00857263546555
300,161.84998818051454
301,161.65850650658766
302,161.43504766415913
303,161.1806554531864
304,160.89647306340927
305,160.58371874670468
306,160.24366247720297
307,159.87760434570407
308,159.48685520993618
309,159.0727199074091
310,158.63648314904808
311,158.17939805889742
312,157.70267721177655
313,157.20748594446755
314,156.69493767207973
315,156.16609092462437
316,155.62194782065447
317,155.0634537108814
318,154.49149774984625
319,153.90691418181586
320,153.31048415793393
321,152.70293793045187
322,152.08495729815613
323,151.4571782005544
324,150.82019338085354
325,150.1745550549292
326,149.52077753981703
327,148.8593398070575
328,148.19068793628202
329,147.5152374535013
330,146.83337554349035
331,146.14546313172147
332,145.45183683443955
333,144.75281077821836
334,144.04867829300778
335,143.33971348256003
336,142.62617267925233
337,141.90829578851026
338,141.18630753052133
