day_of_year,incidence_angle
315,98.71530032144085
316,99.12940324899337
317,99.54072250514787
318,99.94914809684116
319,100.35456957235229
320,100.75687603802228
321,101.155956177682
322,101.55169827491937
323,101.94399023825305
324,102.33271962932652
325,102.71777369419586
326,103.09903939780871
327,103.47640346177023
328,103.84975240545877
329,104.2189725905777
330,104.58395026920742
331,104.94457163544503
332,105.30072288062843
333,105.652290252273
334,105.99916011669504
335,106.3412190253999
336,106.67835378518713
337,107.01045153206007
338,107.33739980886651
339,107.65908664670448
340,107.97540064995883
341,108.28623108509042
342,108.59146797289775
343,108.89100218433786
344,109.18472553970926
345,109.47253091109751
346,109.75431232796234
347,110.02996508563695
348,110.29938585664186
349,110.56247280453758
350,110.81912570014653
351,111.06924603979448
352,111.31273716548273
353,111.54950438648028
354,111.77945510220647
355,112.00249892597238
356,112.21854780928902
357,112.42751616630513
358,112.62932099807999
359,112.82388201622686
360,113.01112176553775
361,113.19096574519442
362,113.36334252803468
363,113.5281838776207
364,113.68542486243605
