day_of_year,incidence_angle
243,115.81370843245473
244,115.16924635148956
245,114.52372021352903
246,113.87714593410298
247,113.22953878711836
248,112.58091344558915
249,111.93128402053814
250,111.28066409822223
251,110.62906677546634
252,109.97650469369265
253,109.32299007141879
254,108.66853473533843
255,108.01315015018368
256,107.356847447305
257,106.69963745224949
258,106.04153071116237
259,105.38253751620661
260,104.7226679300875
261,104.06193180978269
262,103.40033882920838
263,102.73789850137955
264,102.07462019970194
265,101.4105131787536
266,100.74558659418742
267,100.07984952229185
268,99.413310979018
269,98.74597993826696
270,98.07786535004745
271,97.40897615793075
272,96.73932131641104
273,96.06890980759557
274,95.39775065785564
275,94.7258529540442
276,94.05322585962368
277,93.37987863031991
278,92.70582062982835
279,92.03106134536883
280,91.35561040288685
281,90.67947758241115
282,90.00267283327597
283,89.32520628926218
284,88.6470882838074
285,87.96832936518469
286,87.28894031180046
287,86.60893214766756
288,85.92831615776501
289,85.2471039037958
290,84.5653072401454
291,83.88293832984431
292,83.20000966106252
293,82.51653406376212
294,81.83252472685744
295,81.14799521549868
296,80.46295948910506
297,79.77743191968888
298,79.09142731072585
299,78.40496091673975
300,77.71804846331841
301,77.03070616809595
302,76.3429507621683
303,75.65479951259861
304,74.96627024565564
305,74.27738137116319
306,73.58815190763181
307,72.89860150873604
308,72.20875049099566
309,71.51861986252585
310,70.82823135342488
311,70.13760744758778
312,69.44677141608625
313,68.75574735234946
314,68.06456020915051
315,67.37323583765236
316,66.68180102868779
317,65.99028355612164
318,65.29871222293409
319,64.60711690998431
320,63.915528627432366
321,63.22397956951042
322,62.53250317247712
323,61.8411341763048
324,61.149908689964235
325,60.45886426115474
326,59.76803995031445
327,59.07747640945191
328,58.38721596628802
329,57.69730271370663
330,57.00778260566208
331,56.31870355894468
332,55.630115562530094
333,54.94207079407097
334,54.25462374465168
335,53.56783135230446
336,52.88175314483806
337,52.19645139325125
338,51.51199127557776
339,50.8284410532468
340,50.14587225978467
341,49.46435990392004
342,48.78398268709672
343,48.104823237805704
344,47.42696836293902
345,46.750509318585124
346,46.07554210069929
347,45.40216775844866
348,44.73049273107547
349,44.06062921067819
350,43.392695532816866
351,42.726816597001026
352,42.06312431987028
353,41.40175812266769
354,40.7428654567416
355,40.086602368825886
356,39.43313410995365
357,38.782635790039265
358,38.13529308233765
359,37.49130298014395
360,36.8508746094366
361,36.21423010055101
362,35.581605521899185
363,34.95325187893273
364,34.32943618053349
