day_of_year,incidence_angle
311,128.20118850601955
312,127.42960931863236
313,126.65676919603513
314,125.88270328391764
315,125.10744547200659
316,124.33102848593973
317,123.55348397217723
318,122.77484257607021
319,121.99513401419631
320,121.21438714105729
321,120.43263001089025
322,119.64988993461081
323,118.86619353273153
324,118.0815667843757
325,117.2960350724747
326,116.50962322588748
327,115.72235555839293
328,114.9342559048147
329,114.14534765461784
330,113.355653782965
331,112.56519687979248
332,111.77399917658168
333,110.98208257134684
334,110.18946865182927
335,109.39617871707667
336,108.60223379738125
337,107.8076546730471
338,107.01246189160506
339,106.21667578392962
340,105.4203164792251
341,104.6234039188381
342,103.82595786933437
343,103.02799793442414
344,102.22954356618827
345,101.43061407534987
346,100.63122864120245
347,99.8314063202581
348,99.03116605486981
349,98.23052668088552
350,97.42950693490752
351,96.62812546105329
352,95.82640081713527
353,95.02435148065784
354,94.22199585418319
355,93.41935227048691
356,92.61643899721851
357,91.81327424165138
358,91.00987615456754
359,90.20626283452647
360,89.40245233139547
361,88.59846265022215
362,87.79431175432376
363,86.99001756884064
364,86.18559798379574
