time_sec,hour,day_of_year,incidence_angle
2896200,12.5,33,31.7902231693468
2898000,13.0,33,27.548763910568738
2899800,13.5,33,24.81530818411206
2901600,14.0,33,24.10946211584123
2903400,14.5,33,25.599828102417028
2905200,15.0,33,28.948859824049308
2907000,15.5,33,33.60458186133308
2908800,16.0,33,39.10182702313866
2910600,16.5,33,45.13264587850743
2912400,17.0,33,51.50816493099496
2914200,17.5,33,58.112940171154435
2916000,18.0,33,64.8745347035856
2917800,18.5,33,71.74575171911906
2919600,19.0,33,78.6944836193096
2921400,19.5,33,85.69779688303558
2923200,20.0,33,90
2925000,20.5,33,90
2926800,21.0,33,90
2928600,21.5,33,90
2930400,22.0,33,90
2932200,22.5,33,90
2934000,23.0,33,90
2935800,23.5,33,90
2937600,0.0,34,90
2939400,0.5,34,90
2941200,1.0,34,90
2943000,1.5,34,90
2944800,2.0,34,90
2946600,2.5,34,90
2948400,3.0,34,90
2950200,3.5,34,90
2952000,4.0,34,90
2953800,4.5,34,90
2955600,5.0,34,90
2957400,5.5,34,90
2959200,6.0,34,90
2961000,6.5,34,90
2962800,7.0,34,90
2964600,7.5,34,90
2966400,8.0,34,90
2968200,8.5,34,83.8518811687234
2970000,9.0,34,76.8532040968233
2971800,9.5,34,69.91296267338318
2973600,10.0,34,63.055684592825514
2975400,10.5,34,56.31619077097805
2977200,11.0,34,49.74633424653029
2979000,11.5,34,43.42670249602234
2980800,12.0,34,37.48722533885496
2982600,12.5,34,32.142163822372375
2984400,13.0,34,27.73970619744837
2986200,13.5,34,24.789145914886703
2988000,14.0,34,23.837050462213195
2989800,14.5,34,25.11217255136823
2991600,15.0,34,28.31495712359534
2993400,15.5,34,32.88621914612016
2995200,16.0,34,38.33843707307527
2997000,16.5,34,44.34644841762339
2998800,17.0,34,50.71138818948477
3000600,17.5,34,57.31245712370097
3002400,18.0,34,64.07438018418046
3004200,18.5,34,70.94844725639312
3006000,19.0,34,77.90174947058468
3007800,19.5,34,84.91095538549021
3009600,20.0,34,90
3011400,20.5,34,90
3013200,21.0,34,90
3015000,21.5,34,90
3016800,22.0,34,90
3018600,22.5,34,90
3020400,23.0,34,90
3022200,23.5,34,90
3024000,0.0,35,90
3025800,0.5,35,90
3027600,1.0,35,90
3029400,1.5,35,90
3031200,2.0,35,90
3033000,2.5,35,90
3034800,3.0,35,90
3036600,3.5,35,90
3038400,4.0,35,90
3040200,4.5,35,90
3042000,5.0,35,90
3043800,5.5,35,90
3045600,6.0,35,90
3047400,6.5,35,90
3049200,7.0,35,90
3051000,7.5,35,90
3052800,8.0,35,90
3054600,8.5,35,84.57668531195371
3056400,9.0,35,77.56189779633104
3058200,9.5,35,70.60246513533167
3060000,10.0,35,63.72168210854432
3061800,10.5,35,56.95249733787079
3063600,11.0,35,50.34383815694774
3065400,11.5,35,43.97160853963011
3067200,12.0,35,37.95818193658366
3069000,12.5,35,32.50608695240549
3070800,13.0,35,27.94820450075555
3072600,13.5,35,24.784795724821915
3074400,14.0,35,23.585051638101035
3076200,14.5,35,24.638002998375065
3078000,15.0,35,27.687654976231567
3079800,15.5,35,32.17043614270682
3081600,16.0,35,37.57585776239585
3083400,16.5,35,43.560453977338845
3085200,17.0,35,49.91471410025475
3087000,17.5,35,56.51217299253163
3088800,18.0,35,63.274580310021605
3090600,18.5,35,70.1516532035339
3092400,19.0,35,77.1096553711593
3094200,19.5,35,84.12484462694715
3096000,20.0,35,90
3097800,20.5,35,90
3099600,21.0,35,90
3101400,21.5,35,90
3103200,22.0,35,90
3105000,22.5,35,90
3106800,23.0,35,90
3108600,23.5,35,90
3110400,0.0,36,90
3112200,0.5,36,90
3114000,1.0,36,90
3115800,1.5,36,90
3117600,2.0,36,90
3119400,2.5,36,90
3121200,3.0,36,90
3123000,3.5,36,90
3124800,4.0,36,90
3126600,4.5,36,90
3128400,5.0,36,90
3130200,5.5,36,90
3132000,6.0,36,90
3133800,6.5,36,90
3135600,7.0,36,90
3137400,7.5,36,90
3139200,8.0,36,90
3141000,8.5,36,85.30043504035731
3142800,9.0,36,78.26978963507253
3144600,9.5,36,71.29155307460469
3146400,10.0,36,64.38784329372443
3148200,10.5,36,57.58982739597287
3150000,11.0,36,50.94365419147674
3151800,11.5,36,44.52077899638798
3153600,12.0,36,38.43636556230808
3155400,12.5,36,32.88158550209755
3157200,13.0,36,28.173867947444723
3159000,13.5,36,24.802276795718956
3160800,14.0,36,23.35414205704884
3162600,14.5,36,24.17813317703961
3164400,15.0,36,27.067433287471896
3166200,15.5,36,31.457427987468236
3168000,16.0,36,36.81415532848237
3169800,16.5,36,42.77468601800696
3171600,17.0,36,49.11815629287376
3173400,17.5,36,55.712101485585116
3175200,18.0,36,62.475150583010446
3177000,18.5,36,69.3553861308592
3178800,19.0,36,76.31821782243276
3180600,19.5,36,83.33948017106403
3182400,20.0,36,90
3184200,20.5,36,90
3186000,21.0,36,90
3187800,21.5,36,90
3189600,22.0,36,90
3191400,22.5,36,90
3193200,23.0,36,90
3195000,23.5,36,90
3196800,0.0,37,90
3198600,0.5,37,90
3200400,1.0,37,90
3202200,1.5,37,90
3204000,2.0,37,90
3205800,2.5,37,90
3207600,3.0,37,90
3209400,3.5,37,90
3211200,4.0,37,90
3213000,4.5,37,90
3214800,5.0,37,90
3216600,5.5,37,90
3218400,6.0,37,90
3220200,6.5,37,90
3222000,7.0,37,90
3223800,7.5,37,90
3225600,8.0,37,90
3227400,8.5,37,86.02310773085662
3229200,9.0,37,78.97685569525407
3231000,9.5,37,71.98019696838378
3232800,10.0,37,65.0541260032889
3234600,10.5,37,58.22811480170877
3236400,11.0,37,51.54567400697294
3238200,11.5,37,45.07403571472644
3240000,12.0,37,38.9214935166574
3241800,12.5,37,33.268257973954455
3243600,13.0,37,28.41628584554294
3245400,13.5,37,24.84154981244158
3247200,14.0,37,23.144967498732964
3249000,14.5,37,23.733413627102045
3250800,15.0,37,26.454810122418362
3252600,15.5,37,30.747405844071352
3254400,16.0,37,36.053400282645
3256200,16.5,37,41.98916859602814
3258000,17.0,37,48.32172824790835
3259800,17.5,37,54.912256170918205
3261600,18.0,37,61.6761064762785
3263400,18.5,37,68.55966264943699
3265200,19.0,37,75.52745338724796
3267000,19.5,37,82.55487763160961
3268800,20.0,37,89.62393626469026
3270600,20.5,37,90
3272400,21.0,37,90
3274200,21.5,37,90
3276000,22.0,37,90
3277800,22.5,37,90
3279600,23.0,37,90
3281400,23.5,37,90
3283200,0.0,38,90
3285000,0.5,38,90
3286800,1.0,38,90
3288600,1.5,38,90
3290400,2.0,38,90
3292200,2.5,38,90
3294000,3.0,38,90
3295800,3.5,38,90
3297600,4.0,38,90
3299400,4.5,38,90
3301200,5.0,38,90
3303000,5.5,38,90
3304800,6.0,38,90
3306600,6.5,38,90
3308400,7.0,38,90
3310200,7.5,38,90
3312000,8.0,38,90
3313800,8.5,38,86.74468077760488
3315600,9.0,38,79.68307235568949
3317400,9.5,38,72.66836801123745
3319200,10.0,38,65.72048950371165
3321000,10.5,38,58.86729599576051
3322800,11.0,38,52.149793762064846
3324600,11.5,38,45.63120782141115
3326400,12.0,38,39.413292946613716
3328200,12.5,38,33.665709488999155
3330000,13.0,38,28.675030904884053
3331800,13.5,38,24.902517527278665
3333600,14.0,38,22.958135566780207
3335400,14.5,38,23.304729963073118
3337200,15.0,38,25.85034482670651
3339000,15.5,38,30.040598619673098
3340800,16.0,38,35.29366786934767
3342600,16.5,38,41.20392643461129
3344400,17.0,38,47.525443298299834
3346200,17.5,38,54.11265047870571
3348000,18.0,38,60.87746344264574
3349800,18.5,38,67.76449942161753
3351600,19.0,38,74.73737869906573
3353400,19.5,38,81.77105267885618
3355200,20.0,38,88.84734283712297
3357000,20.5,38,90
3358800,21.0,38,90
3360600,21.5,38,90
3362400,22.0,38,90
3364200,22.5,38,90
3366000,23.0,38,90
3367800,23.5,38,90
3369600,0.0,39,90
3371400,0.5,39,90
3373200,1.0,39,90
3375000,1.5,39,90
3376800,2.0,39,90
3378600,2.5,39,90
3380400,3.0,39,90
3382200,3.5,39,90
3384000,4.0,39,90
3385800,4.5,39,90
3387600,5.0,39,90
3389400,5.5,39,90
3391200,6.0,39,90
3393000,6.5,39,90
3394800,7.0,39,90
3396600,7.5,39,90
3398400,8.0,39,90
3400200,8.5,39,87.4651315794696
3402000,9.0,39,80.38841627415334
3403800,9.5,39,73.35603808215863
3405600,10.0,39,66.3868944084218
3407400,10.5,39,59.50730988200418
3409200,11.0,39,52.75591391168017
3411000,11.5,39,46.19213144376559
3412800,12.0,39,39.91150072373431
3414600,12.5,39,34.073552695656396
3416400,13.0,39,28.949662385745114
3418200,13.5,39,24.985026075987573
3420000,14.0,39,22.794208085184714
3421800,14.5,39,22.89300026096037
3423600,15.0,39,25.254641302763936
3425400,15.5,39,29.33725488746862
3427200,16.0,39,34.53503858297583
3429000,16.5,39,40.418985002789015
3430800,17.0,39,46.729314630990515
3432600,17.5,39,53.313297703504475
3434400,18.0,39,60.079236923823125
3436200,18.5,39,66.96991317236323
3438000,19.0,39,73.94801047180921
3439800,19.5,39,80.98802104650066
3441600,20.0,39,88.0715803117534
3443400,20.5,39,90
3445200,21.0,39,90
3447000,21.5,39,90
3448800,22.0,39,90
3450600,22.5,39,90
3452400,23.0,39,90
3454200,23.5,39,90
3456000,0.0,40,90
3457800,0.5,40,90
3459600,1.0,40,90
3461400,1.5,40,90
3463200,2.0,40,90
3465000,2.5,40,90
3466800,3.0,40,90
3468600,3.5,40,90
3470400,4.0,40,90
3472200,4.5,40,90
3474000,5.0,40,90
3475800,5.5,40,90
3477600,6.0,40,90
3479400,6.5,40,90
3481200,7.0,40,90
3483000,7.5,40,90
3484800,8.0,40,90
3486600,8.5,40,88.18443752740164
3488400,9.0,40,81.09286437021542
3490200,9.5,40,74.04317971315946
3492000,10.0,40,67.05330261668092
3493800,10.5,40,60.14809771294122
3495600,11.0,40,53.36393901106438
3497400,11.5,40,46.756649436975366
3499200,12.0,40,40.41586328945417
3501000,12.5,40,34.49140853731456
3502800,13.0,40,29.23972913443815
3504600,13.5,40,25.08886700565714
3506400,14.0,40,22.65369362371775
3508200,14.5,40,22.499171433151087
3510000,15.0,40,24.668351412101796
3511800,15.5,40,28.637645041734025
3513600,16.0,40,33.777598750501966
3515400,16.5,40,39.63437060380413
3517200,17.0,40,45.93335528886023
3519000,17.5,40,52.5142110068238
3520800,18.0,40,59.28144236040887
3522600,18.5,40,66.17592070146593
3524400,19.0,40,73.15936551045873
3526200,19.5,40,80.20579853914579
3528000,20.0,40,87.29666305357469
3529800,20.5,40,90
3531600,21.0,40,90
3533400,21.5,40,90
3535200,22.0,40,90
3537000,22.5,40,90
3538800,23.0,40,90
3540600,23.5,40,90
3542400,0.0,41,90
3544200,0.5,41,90
3546000,1.0,41,90
3547800,1.5,41,90
3549600,2.0,41,90
3551400,2.5,41,90
3553200,3.0,41,90
3555000,3.5,41,90
3556800,4.0,41,90
3558600,4.5,41,90
3560400,5.0,41,90
3562200,5.5,41,90
3564000,6.0,41,90
3565800,6.5,41,90
3567600,7.0,41,90
3569400,7.5,41,90
3571200,8.0,41,90
3573000,8.5,41,88.90257599162483
3574800,9.0,41,81.79639380852987
3576600,9.5,41,74.72976605933054
3578400,10.0,41,67.71967725569615
3580200,10.5,41,60.78960298121444
3582000,11.0,41,53.97377752891582
3583800,11.5,41,47.32461111731509
3585600,12.0,41,40.92613647295996
3587400,12.5,41,34.91890688795523
3589200,13.0,41,29.544772471852465
3591000,13.5,41,25.213779954162188
3592800,14.0,41,22.5370403600716
3594600,14.5,41,22.124214467172276
3596400,15.0,41,24.092178459880675
3598200,15.5,41,27.942063714595474
3600000,16.0,41,33.021441189773356
3601800,16.5,41,38.85011047416863
3603600,17.0,41,45.13757817298864
3605400,17.5,41,51.71540342003933
3607200,18.0,41,58.484095202774505
3609000,18.5,41,65.38253889672679
3610800,19.0,41,72.37146072240695
3612600,19.5,41,79.42440104035117
3614400,20.0,41,86.52260546194202
3616200,20.5,41,90
3618000,21.0,41,90
3619800,21.5,41,90
3621600,22.0,41,90
3623400,22.5,41,90
3625200,23.0,41,90
3627000,23.5,41,90
3628800,0.0,42,90
3630600,0.5,42,90
3632400,1.0,42,90
3634200,1.5,42,90
3636000,2.0,42,90
3637800,2.5,42,90
3639600,3.0,42,90
3641400,3.5,42,90
3643200,4.0,42,90
3645000,4.5,42,90
3646800,5.0,42,90
3648600,5.5,42,90
3650400,6.0,42,90
3652200,6.5,42,90
3654000,7.0,42,90
3655800,7.5,42,90
3657600,8.0,42,90
3659400,8.5,42,89.61952430862374
3661200,9.0,42,82.49898198250143
3663000,9.5,42,75.41577087023778
3664800,10.0,42,68.38598262575564
3666600,10.5,42,61.43177131690136
3668400,11.0,42,54.585341669350576
3670200,11.5,42,47.895872002028725
3672000,12.0,42,41.44208528651738
3673800,12.5,42,35.3556870658882
3675600,13.0,42,29.864328907819637
3677400,13.5,42,25.359455903658297
3679200,14.0,42,22.444629495047774
3681000,14.5,42,21.769118418517166
3682800,15.0,42,23.52688069960681
3684600,15.5,42,27.250832486991495
3686400,16.0,42,32.26666595478633
3688200,16.5,42,38.0662328949019
3690000,17.0,42,44.34199604528549
3691800,17.5,42,50.91688784765728
3693600,18.0,42,57.68721092292753
3695400,18.5,42,64.58978474814565
3697200,19.0,42,71.5843131296969
3699000,19.5,42,78.64384452132164
3700800,20.0,42,85.74942197595038
3702600,20.5,42,90
3704400,21.0,42,90
3706200,21.5,42,90
3708000,22.0,42,90
3709800,22.5,42,90
3711600,23.0,42,90
3713400,23.5,42,90
3715200,0.0,43,90
3717000,0.5,43,90
3718800,1.0,43,90
3720600,1.5,43,90
3722400,2.0,43,90
3724200,2.5,43,90
3726000,3.0,43,90
3727800,3.5,43,90
3729600,4.0,43,90
3731400,4.5,43,90
3733200,5.0,43,90
3735000,5.5,43,90
3736800,6.0,43,90
3738600,6.5,43,90
3740400,7.0,43,90
3742200,7.5,43,90
3744000,8.0,43,90
3745800,8.5,43,90
3747600,9.0,43,83.20060649828834
3749400,9.5,43,76.10116846255443
3751200,10.0,43,69.05218414822093
3753000,10.5,43,62.074550390189415
3754800,11.0,43,55.19854720233671
3756600,11.5,43,48.470293556338646
3758400,12.0,43,41.9634837026469
3760200,12.5,43,35.80139823584998
3762000,13.0,43,30.1979326609964
3763800,13.5,43,25.525540917356686
3765600,14.0,43,22.37676943512614
3767400,14.5,43,21.434883073029678
3769200,15.0,43,22.97327477301686
3771000,15.5,43,26.564302929681684
3772800,16.0,43,31.513381181255916
3774600,16.5,43,37.28276731664138
3776400,17.0,43,43.546621531549526
3778200,17.5,43,50.1186770710205
3780000,18.0,43,56.89080502741467
3781800,18.5,43,63.79767536325786
3783600,19.0,43,70.7979398821189
3785400,19.5,43,77.86414505022724
3787200,20.0,43,84.97712708026128
3789000,20.5,43,90
3790800,21.0,43,90
3792600,21.5,43,90
3794400,22.0,43,90
3796200,22.5,43,90
3798000,23.0,43,90
3799800,23.5,43,90
3801600,0.0,44,90
3803400,0.5,44,90
3805200,1.0,44,90
3807000,1.5,44,90
3808800,2.0,44,90
3810600,2.5,44,90
3812400,3.0,44,90
3814200,3.5,44,90
3816000,4.0,44,90
3817800,4.5,44,90
3819600,5.0,44,90
3821400,5.5,44,90
3823200,6.0,44,90
3825000,6.5,44,90
3826800,7.0,44,90
3828600,7.5,44,90
3830400,8.0,44,90
3832200,8.5,44,90
3834000,9.0,44,83.90124515908333
3835800,9.5,44,76.78593369386338
3837600,10.0,44,69.71824831614094
3839400,10.5,44,62.71788981920065
3841200,11.0,44,55.81331330223371
3843000,11.5,44,49.04774294806411
3844800,12.0,44,42.490114417083085
3846600,12.5,44,36.255699709803466
3848400,13.0,44,30.54511797040704
3850200,13.5,44,25.71164025984592
3852000,14.0,44,22.333690943074977
3853800,14.5,44,21.12251023220103
3855600,15.0,44,22.432238972453604
3857400,15.5,44,25.882860013531413
3859200,16.0,44,30.761704048085797
3861000,16.5,44,36.499744500728895
3862800,17.0,44,42.75146712499924
3864600,17.5,44,49.32078375245289
3866400,18.0,44,56.09489307141112
3868200,18.5,44,63.00622798366094
3870000,19.0,44,70.01235827130719
3871800,19.5,44,77.08531880226128
3873600,20.0,44,84.20573531137904
3875400,20.5,44,90
3877200,21.0,44,90
3879000,21.5,44,90
3880800,22.0,44,90
3882600,22.5,44,90
3884400,23.0,44,90
3886200,23.5,44,90
3888000,0.0,45,90
3889800,0.5,45,90
3891600,1.0,45,90
3893400,1.5,45,90
3895200,2.0,45,90
3897000,2.5,45,90
3898800,3.0,45,90
3900600,3.5,45,90
3902400,4.0,45,90
3904200,4.5,45,90
3906000,5.0,45,90
3907800,5.5,45,90
3909600,6.0,45,90
3911400,6.5,45,90
3913200,7.0,45,90
3915000,7.5,45,90
3916800,8.0,45,90
3918600,8.5,45,90
3920400,9.0,45,84.60087594964865
3922200,9.5,45,77.47004193749832
3924000,10.0,45,70.38414264736535
3925800,10.5,45,63.361741082596474
3927600,11.0,45,56.429562394134706
3929400,11.5,45,49.62809281006525
3931200,12.0,45,43.02176860093446
3933000,12.5,45,36.7182611566668
3934800,13.0,45,30.905421190613094
3936600,13.5,45,25.917322796932787
3938400,14.0,45,22.31554343171856
3940200,14.5,45,20.832993626205955
3942000,15.0,45,21.904716179847405
3943800,15.5,45,25.206925931378358
3945600,16.0,45,30.01176187302994
3947400,16.5,45,35.71719667856268
3949200,17.0,45,41.956545190345594
3951000,17.5,45,48.52322043991804
3952800,18.0,45,55.29949067408699
3954600,18.5,45,62.215460002857334
3956400,19.0,45,69.22758574587245
3958200,19.5,45,76.30738207039447
3960000,20.0,45,83.43526126447455
3961800,20.5,45,90
3963600,21.0,45,90
3965400,21.5,45,90
3967200,22.0,45,90
3969000,22.5,45,90
3970800,23.0,45,90
3972600,23.5,45,90
3974400,0.0,46,90
3976200,0.5,46,90
3978000,1.0,46,90
3979800,1.5,46,90
3981600,2.0,46,90
3983400,2.5,46,90
3985200,3.0,46,90
3987000,3.5,46,90
3988800,4.0,46,90
3990600,4.5,46,90
3992400,5.0,46,90
3994200,5.5,46,90
3996000,6.0,46,90
3997800,6.5,46,90
3999600,7.0,46,90
4001400,7.5,46,90
4003200,8.0,46,90
4005000,8.5,46,90
4006800,9.0,46,85.29947702104899
4008600,9.5,46,78.15346905836338
4010400,10.0,46,71.04983563997273
4012200,10.5,46,64.00605743671336
4014000,11.0,46,57.0472200076487
4015800,11.5,46,50.211221010730426
4017600,12.0,46,43.55824564509584
4019400,12.5,46,37.18876273076955
4021200,13.0,46,31.27838266774213
4023000,13.5,46,26.14212557095334
4024800,14.0,46,22.322392539406138
4026600,14.5,46,20.567307524615668
4028400,15.0,46,21.391716297975012
4030200,15.5,46,24.536964376493362
4032000,16.0,46,29.26369336420689
4033800,16.5,46,34.9351577320828
4035600,17.0,46,41.16186796845575
4037400,17.5,46,47.725999572259944
4039200,18.0,46,54.50461353536597
4041000,18.5,46,61.42538898553633
4042800,19.0,46,68.4436399276375
4044600,19.5,46,75.5303512769459
4046400,20.0,46,82.66571960070729
4048200,20.5,46,89.83548703556541
4050000,21.0,46,90
4051800,21.5,46,90
4053600,22.0,46,90
4055400,22.5,46,90
4057200,23.0,46,90
4059000,23.5,46,90
4060800,0.0,47,90
4062600,0.5,47,90
4064400,1.0,47,90
4066200,1.5,47,90
4068000,2.0,47,90
4069800,2.5,47,90
4071600,3.0,47,90
4073400,3.5,47,90
4075200,4.0,47,90
4077000,4.5,47,90
4078800,5.0,47,90
4080600,5.5,47,90
4082400,6.0,47,90
4084200,6.5,47,90
4086000,7.0,47,90
4087800,7.5,47,90
4089600,8.0,47,90
4091400,8.5,47,90
4093200,9.0,47,85.9970266755055
4095000,9.5,47,78.8361913896638
4096800,10.0,47,71.71529672984951
4098600,10.5,47,64.65079383697446
4100400,11.0,47,57.66621463777847
4102200,11.5,47,50.7970104326188
4104000,12.0,47,44.09935289958856
4105800,12.5,47,37.666895128550216
4107600,13.0,47,31.66354839811503
4109400,13.5,47,26.385558451469763
4111200,14.0,47,22.35421908002014
4113000,14.5,47,20.32639419199784
4114800,15.0,47,20.89431794624364
4116600,15.5,47,23.87348532417781
4118400,16.0,47,28.517650052887298
4120200,16.5,47,34.15366339858325
4122000,17.0,47,40.367447581697775
4123800,17.5,47,46.92913348508045
4125600,18.0,47,53.71027745422926
4127400,18.5,47,60.636032688404676
4129200,19.0,47,67.66053862907023
4131000,19.5,47,74.7542429859868
4132800,20.0,47,81.89712505510806
4134600,20.5,47,89.07488699408685
4136400,21.0,47,90
4138200,21.5,47,90
4140000,22.0,47,90
4141800,22.5,47,90
4143600,23.0,47,90
4145400,23.5,47,90
4147200,0.0,48,90
4149000,0.5,48,90
4150800,1.0,48,90
4152600,1.5,48,90
4154400,2.0,48,90
4156200,2.5,48,90
4158000,3.0,48,90
4159800,3.5,48,90
4161600,4.0,48,90
4163400,4.5,48,90
4165200,5.0,48,90
4167000,5.5,48,90
4168800,6.0,48,90
4170600,6.5,48,90
4172400,7.0,48,90
4174200,7.5,48,90
4176000,8.0,48,90
4177800,8.5,48,90
4179600,9.0,48,86.69350335140422
4181400,9.5,48,79.51818571046496
4183200,10.0,48,72.38049625029109
4185000,10.5,48,65.29590686331449
4186800,11.0,48,58.2864776125772
4188600,11.5,48,51.385348759276674
4190400,12.0,48,44.6449054100545
4192200,12.5,48,38.15235958231749
4194000,13.0,48,32.060471474870745
4195800,13.5,48,26.647108768569908
4197600,14.0,48,22.410919408331274
4199400,14.5,48,20.111150421708803
4201200,15.0,48,20.41366914630286
4203000,15.5,48,23.21705036316805
4204800,16.0,48,27.773797937786576
4206600,16.5,48,33.37275150378188
4208400,17.0,48,39.57329604008826
4210200,17.5,48,46.13263441731472
4212000,18.0,48,52.91649834873084
4213800,18.5,48,59.847409082688344
4215600,19.0,48,66.87829987201546
4217400,19.5,48,73.97907391661983
4219200,20.0,48,81.12949244506362
4221000,20.5,48,88.31521673857725
4222800,21.0,48,90
4224600,21.5,48,90
4226400,22.0,48,90
4228200,22.5,48,90
4230000,23.0,48,90
4231800,23.5,48,90
4233600,0.0,49,90
4235400,0.5,49,90
4237200,1.0,49,90
4239000,1.5,49,90
4240800,2.0,49,90
4242600,2.5,49,90
4244400,3.0,49,90
4246200,3.5,49,90
4248000,4.0,49,90
4249800,4.5,49,90
4251600,5.0,49,90
4253400,5.5,49,90
4255200,6.0,49,90
4257000,6.5,49,90
4258800,7.0,49,90
4260600,7.5,49,90
4262400,8.0,49,90
4264200,8.5,49,90
4266000,9.0,49,87.38888560834381
4267800,9.5,49,80.19942922397557
4269600,10.0,49,73.0454053935026
4271400,10.5,49,65.9413546493689
4273200,11.0,49,58.907942967276924
