time_sec,hour,day_of_year,incidence_angle
15552000,0.0,180,59.87329303401548
15552300,0.08333333333333333,180,60.036737235541985
15552600,0.16666666666666666,180,60.20338350382009
15552900,0.25,180,60.37313843661132
15553200,0.3333333333333333,180,60.545907529926524
15553500,0.4166666666666667,180,60.721595253376265
15553800,0.5,180,60.90010512417193
15554100,0.5833333333333334,180,61.081339779651564
15554400,0.6666666666666666,180,61.265201048343016
15554700,0.75,180,61.45159001941894
15555000,0.8333333333333334,180,61.64040711056445
15555300,0.9166666666666666,180,61.83155213415488
15555600,1.0,180,62.02492436175848
15555900,1.0833333333333333,180,62.22042258692162
15556200,1.1666666666666667,180,62.41794518619713
15556500,1.25,180,62.61739017847047
15556800,1.3333333333333333,180,62.81865528248844
15557100,1.4166666666666667,180,63.0216379727028
15557400,1.5,180,63.22623553334563
15557700,1.5833333333333333,180,63.43234511081854
15558000,1.6666666666666667,180,63.639863764396466
15558300,1.75,180,63.84868851525231
15558600,1.8333333333333333,180,64.05871639388923
15558900,1.9166666666666667,180,64.26984448595034
15559200,2.0,180,64.48196997651411
15559500,2.0833333333333335,180,64.69499019286451
15559800,2.1666666666666665,180,64.90880264580466
15560100,2.25,180,65.12330506958541
15560400,2.3333333333333335,180,65.33839546044496
15560700,2.4166666666666665,180,65.55397211388119
15561000,2.5,180,65.76993366064058
15561300,2.5833333333333335,180,65.98617910155016
15561600,2.6666666666666665,180,66.20260784117768
15561900,2.75,180,66.41911972044639
15562200,2.8333333333333335,180,66.63561504820515
15562500,2.9166666666666665,180,66.8519946318336
15562800,3.0,180,67.06815980696165
15563100,3.0833333333333335,180,67.28401246630273
15563400,3.1666666666666665,180,67.49945508772679
15563700,3.25,180,67.71439076155502
15564000,3.3333333333333335,180,67.92872321720165
15564300,3.4166666666666665,180,68.1423568491433
15564600,3.5,180,68.35519674233821
15564900,3.5833333333333335,180,68.56714869707272
15565200,3.6666666666666665,180,68.77811925335169
15565500,3.75,180,68.98801571482262
15565800,3.8333333333333335,180,69.19674617229974
15566100,3.9166666666666665,180,69.40421952695101
15566400,4.0,180,69.61034551313347
15566700,4.083333333333333,180,69.81503472098126
15567000,4.166666666666667,180,70.01819861871475
15567300,4.25,180,70.21974957475729
15567600,4.333333333333333,180,70.41960087966655
15567900,4.416666666666667,180,70.61766676789993
15568200,4.5,180,70.8138624394615
15568500,4.583333333333333,180,71.0081040814324
15568800,4.666666666666667,180,71.20030888942696
15569100,4.75,180,71.39039508898394
15569400,4.833333333333333,180,71.5782819568877
15569700,4.916666666666667,180,71.7638898424828
15570000,5.0,180,71.94714018893167
15570300,5.083333333333333,180,72.1279555544856
15570600,5.166666666666667,180,72.30625963372631
15570900,5.25,180,72.48197727880289
15571200,5.333333333333333,180,72.65503452068359
15571500,5.416666666666667,180,72.82535859037658
15571800,5.5,180,72.9928779401738
15572100,5.583333333333333,180,73.15752226485537
15572400,5.666666666666667,180,73.31922252290533
15572700,5.75,180,73.47791095767346
15573000,5.833333333333333,180,73.633521118528
15573300,5.916666666666667,180,73.78598788193268
15573600,6.0,180,73.9352474724851
15573900,6.083333333333333,180,74.08123748385947
15574200,6.166666666666667,180,74.22389689965297
15574500,6.25,180,74.36316611413129
15574800,6.333333333333333,180,74.49898695281482
15575100,6.416666666666667,180,74.63130269293002
15575400,6.5,180,74.76005808365588
15575700,6.583333333333333,180,74.88519936618687
15576000,6.666666666666667,180,75.00667429354262
15576300,6.75,180,75.12443215013994
15576600,6.833333333333333,180,75.2384237710669
15576900,6.916666666666667,180,75.34860156104507
15577200,7.0,180,75.4549195130628
15577500,7.083333333333333,180,75.55733322662167
15577800,7.166666666666667,180,75.65579992560248
15578100,7.25,180,75.75027847568735
15578400,7.333333333333333,180,75.84072940133568
15578700,7.416666666666667,180,75.92711490227326
15579000,7.5,180,76.00939886945629
15579300,7.583333333333333,180,76.0875469005094
15579600,7.666666666666667,180,76.16152631456882
15579900,7.75,180,76.23130616654765
15580200,7.833333333333333,180,76.29685726075778
15580500,7.916666666666667,180,76.35815216388725
15580800,8.0,180,76.41516521729834
15581100,8.083333333333334,180,76.46787254861634
15581400,8.166666666666666,180,76.51625208260116
15581700,8.25,180,76.56028355126102
15582000,8.333333333333334,180,76.59994850320763
15582300,8.416666666666666,180,76.63523031221091
15582600,8.5,180,76.66611418495717
15582900,8.583333333333334,180,76.69258716798115
15583200,8.666666666666666,180,76.71463815375874
15583500,8.75,180,76.73225788595349
15583800,8.833333333333334,180,76.7454389637977
15584100,8.916666666666666,180,76.75417584560607
15584400,9.0,180,76.75846485140822
15584700,9.083333333333334,180,76.75830416469897
15585000,9.166666666666666,180,76.75369383329947
15585300,9.25,180,76.74463576932942
15585600,9.333333333333334,180,76.7311337482888
15585900,9.416666666666666,180,76.71319340725293
15586200,9.5,180,76.69082224218207
15586500,9.583333333333334,180,76.66402960435542
15586800,9.666666666666666,180,76.63282669593157
15587100,9.75,180,76.59722656465217
15587400,9.833333333333334,180,76.55724409769176
15587700,9.916666666666666,180,76.51289601467418
15588000,10.0,180,76.46420085986809
15588300,10.083333333333334,180,76.41117899357235
15588600,10.166666666666666,180,76.35385258272163
15588900,10.25,180,76.29224559071558
15589200,10.333333333333334,180,76.22638376651021
15589500,10.416666666666666,180,76.15629463297455
15589800,10.5,180,76.08200747455562
15590100,10.583333333333334,180,76.0035533242605
15590400,10.666666666666666,180,75.9209649499819
15590700,10.75,180,75.83427684021515
15591000,10.833333333333334,180,75.74352518915627
15591300,10.916666666666666,180,75.64874788124757
15591600,11.0,180,75.54998447516603
15591900,11.083333333333334,180,75.44727618731224
15592200,11.166666666666666,180,75.34066587480612
15592500,11.25,180,75.2301980180266
15592800,11.333333333333334,180,75.11591870273693
15593100,11.416666666666666,180,74.99787560179806
15593400,11.5,180,74.87611795652542
15593700,11.583333333333334,180,74.75069655770803
15594000,11.666666666666666,180,74.62166372630384
15594300,11.75,180,74.489073293872
15594600,11.833333333333334,180,74.352980582728
15594900,11.916666666666666,180,74.21344238589117
15595200,12.0,180,74.07051694680541
15595500,12.083333333333334,180,73.924263938903
15595800,12.166666666666666,180,73.77474444498945
15596100,12.25,180,73.62202093650822
15596400,12.333333333333334,180,73.46615725269135
15596700,12.416666666666666,180,73.3072185795987
15597000,12.5,180,73.14527142910357
15597300,12.583333333333334,180,72.98038361779012
15597600,12.666666666666666,180,72.81262424582982
15597900,12.75,180,72.6420636757953
15598200,12.833333333333334,180,72.4687735114772
15598500,12.916666666666666,180,72.29282657665634
15598800,13.0,180,72.11429689389522
15599100,13.083333333333334,180,71.93325966329652
15599400,13.166666666666666,180,71.74979124127731
15599700,13.25,180,71.56396911934054
15600000,13.333333333333334,180,71.3758719028226
15600300,13.416666666666666,180,71.1855792896602
15600600,13.5,180,70.99317204911024
15600900,13.583333333333334,180,70.79873200047594
15601200,13.666666666666666,180,70.6023419917646
15601500,13.75,180,70.4040858783271
15601800,13.833333333333334,180,70.20404850140017
15602100,13.916666666666666,180,70.00231566658375
15602400,14.0,180,69.79897412221206
15602700,14.083333333333334,180,69.5941115375735
15603000,14.166666666666666,180,69.38781648100426
15603300,14.25,180,69.18017839777659
15603600,14.333333333333334,180,68.97128758777171
15603900,14.416666666666666,180,68.76123518292684
15604200,14.5,180,68.5501131243663
15604500,14.583333333333334,180,68.33801413924915
15604800,14.666666666666666,180,68.12503171721036
15605100,14.75,180,67.91126008645509
15605400,14.833333333333334,180,67.6967941893632
15605700,14.916666666666666,180,67.48172965761287
15606000,15.0,180,67.26616278678587
15606300,15.083333333333334,180,67.0501905103508
15606600,15.166666666666666,180,66.8339103730435
15606900,15.25,180,66.6174205035203
15607200,15.333333333333334,180,66.40081958630284
15607500,15.416666666666666,180,66.18420683288983
15607800,15.5,180,65.96768195203667
15608100,15.583333333333334,180,65.75134511912417
15608400,15.666666666666666,180,65.53529694453702
15608700,15.75,180,65.31963844105111
15609000,15.833333333333334,180,65.10447099010305
15609300,15.916666666666666,180,64.88989630695674
15609600,16.0,180,64.6760164046387
15609900,16.083333333333332,180,64.46293355665833
15610200,16.166666666666668,180,64.25075025838917
15610500,16.25,180,64.03956918711383
15610800,16.333333333333332,180,63.82949316065881
15611100,16.416666666666668,180,63.620625094548146
15611400,16.5,180,63.413067957683936
15611700,16.583333333333332,180,63.206924726442224
15612000,16.666666666666668,180,63.002298337213176
15612300,16.75,180,62.79929163727972
15612600,16.833333333333332,180,62.598007334068484
15612900,16.916666666666668,180,62.3985479426934
15613200,17.0,180,62.20101573177838
15613500,17.083333333333332,180,62.00551266759284
15613800,17.166666666666668,180,61.81214035639522
15614100,17.25,180,61.620999985074185
15614400,17.333333333333332,180,61.43219226001138
15614700,17.416666666666668,180,61.245817344239086
15615000,17.5,180,61.06197479285923
15615300,17.583333333333332,180,60.880763486768416
15615600,17.666666666666668,180,60.70228156474311
15615900,17.75,180,60.52662635386767
15616200,17.833333333333332,180,60.353894298443166
15616500,17.916666666666668,180,60.18418088734051
15616800,18.0,180,60.0175805799533
15617100,18.083333333333332,180,59.854186730774195
15617400,18.166666666666668,180,59.69409151270555
15617700,18.25,180,59.537385839221976
15618000,18.333333333333332,180,59.38415928545388
15618300,18.416666666666668,180,59.23450000836496
15618600,18.5,180,59.088494666105156
15618900,18.583333333333332,180,58.9462283367216
15619200,18.666666666666668,180,58.80778443636261
15619500,18.75,180,58.67324463712244
15619800,18.833333333333332,180,58.54268878473467
