Total_Score,Discomfort_Avg,Temp_Std,Total_Energy_MJ,Strategy_Cost,Raw_Total_Solar_MJ,overhang_depth,Latitude,WeatherFile,ShadingType,FacadeAzimuth,W_w_comfort_dev,W_w_temp_var,W_w_energy,W_w_cost,W_w_light_quality,W_target_temp_min,W_target_temp_max,W_scale_temp,W_scale_energy,W_scale_cost,W_scale_light,Base_window_ratio,Base_wall_area,fin_depth,window_ratio,u_window,tau_window,tau_visible,k_const_absorb,layer_thickness,k_wall,rho_wall,c_wall,ventilation_rate,night_vent_rate,night_cooling,c_room_light,room_depth
66.07295770100792,53.86825139576946,24.79122789896819,62.16273391458613,0.0,0.1971239176371051,,1.35,singapore_data.csv,Overhang,0,1.0,0.5,0.0001,0.01,0.1,20.0,26.0,1.0,1000000.0,1000.0,100000.0,0.45,14.0,,,,,,,,,1800.0,,,,,,
65.15936069403824,53.6943031389399,23.311970545152427,61.962001592225086,0.0,0.1971239176371051,,1.35,singapore_data.csv,Overhang,0,1.0,0.5,0.0001,0.01,0.1,20.0,26.0,1.0,1000000.0,1000.0,100000.0,0.45,14.0,,,,,,,,,2400.0,,,,,,
66.72841643941047,53.9398253283957,25.958980991583555,62.245328600951154,0.0,0.1971239176371051,,1.35,singapore_data.csv,Overhang,0,1.0,0.5,0.0001,0.01,0.1,20.0,26.0,1.0,1000000.0,1000.0,100000.0,0.45,14.0,,,,,,,,,,800.0,,,,,
66.44537780763544,53.91468616406512,25.443187858699144,62.21631857848659,0.0,0.1971239176371051,,1.35,singapore_data.csv,Overhang,0,1.0,0.5,0.0001,0.01,0.1,20.0,26.0,1.0,1000000.0,1000.0,100000.0,0.45,14.0,,,,,,,,,,900.0,,,,,
66.07295770100792,53.86825139576946,24.79122789896819,62.16273391458613,0.0,0.1971239176371051,,1.35,singapore_data.csv,Overhang,0,1.0,0.5,0.0001,0.01,0.1,20.0,26.0,1.0,1000000.0,1000.0,100000.0,0.45,14.0,,,,,,,,,,1000.0,,,,,
65.60605117397316,53.78779615160748,24.018343901926105,62.069890397202784,0.0,0.1971239176371051,,1.35,singapore_data.csv,Overhang,0,1.0,0.5,0.0001,0.01,0.1,20.0,26.0,1.0,1000000.0,1000.0,100000.0,0.45,14.0,,,,,,,,,,1100.0,,,,,
159.66348049019922,133.4450410819439,52.8003281448125,153.9925348616266,0.0,0.1971239176371051,,1.35,singapore_data.csv,Overhang,0,1.0,0.5,0.0001,0.01,0.1,20.0,26.0,1.0,1000000.0,1000.0,100000.0,0.45,14.0,,,,,,,,,,,0.3,,,,
136.72514648881318,113.74556473820958,46.32715937881957,131.25978830901784,0.0,0.1971239176371051,,1.35,singapore_data.csv,Overhang,0,1.0,0.5,0.0001,0.01,0.1,20.0,26.0,1.0,1000000.0,1000.0,100000.0,0.45,14.0,,,,,,,,,,,0.5,,,,
100.67569346237427,83.01566035937977,35.69515440540368,95.79817929766806,0.0,0.1971239176371051,,1.35,singapore_data.csv,Overhang,0,1.0,0.5,0.0001,0.01,0.1,20.0,26.0,1.0,1000000.0,1000.0,100000.0,0.45,14.0,,,,,,,,,,,1.0,,,,
66.07295770100792,53.86825139576946,24.79122789896819,62.16273391458613,0.0,0.1971239176371051,,1.35,singapore_data.csv,Overhang,0,1.0,0.5,0.0001,0.01,0.1,20.0,26.0,1.0,1000000.0,1000.0,100000.0,0.45,14.0,,,,,,,,,,,2.0,,,,
